695.0061710357105, 499.0213439725292
694.2602766501795, 498.89444133508573
693.5901725104728, 498.9610131957075
692.9831430076407, 499.18719564914716
692.4264725327346, 499.53912479015713
691.9074454768053, 499.98293671348995
691.4133462309034, 500.4847675138979
690.931460737837, 501.0107578784497
690.4515439406009, 501.5343553279274
689.9708260306357, 502.0511298591056
689.4879465011459, 502.56082219895615
689.0015448453354, 503.063173074451
688.5102605564086, 503.5579232125625
688.0127331275701, 504.04481334026275
687.5076020520237, 504.52358418452354
686.9935068229481, 504.993976472203
686.4667764182977, 505.4455117686817
685.9145597160176, 505.82710903979614
685.3217259555618, 506.07760465439134
684.6741536926003, 506.14092047205526
683.9763516382831, 506.05484733198944
683.2492199625652, 505.93976526670366
682.5135845056553, 505.9088013025389
681.7834554013308, 505.9667490574843
681.0686933457915, 506.0524482062231
680.3791002043478, 506.103803325828
679.7244778423093, 506.05871899337103
679.1146281249862, 505.8550997859248
678.5485931173805, 505.4768221820827
677.9778742347293, 505.1108829792685
677.3492182970949, 504.9538240256331
676.6508421542778, 504.97991547224996
675.9226329885627, 505.0545562900952
675.2430413554673, 505.00089104283654
674.6810284126902, 504.6660860307397
674.1703532473429, 504.2119864062209
673.5657041483089, 503.9839034524417
672.8718589368901, 503.970252088936
672.1690160183146, 503.97990854888997
671.4669201104016, 503.98870704940305
670.7654626974041, 503.99584177516084
670.0645544341221, 504.00091375596173
669.3641352430411, 504.00414515228584
668.6641475128074, 504.0058104624592
667.964533632067, 504.0061841848073
667.2652359894656, 504.0055408176561
666.566196973649, 504.00415485933064
665.8673589732633, 504.0023008081571
665.1686643769544, 504.0002531624609
664.4700555733682, 503.998286420568
663.7714749511505, 503.99667508080375
663.0728648989473, 503.995693641494
662.374174494759, 503.9955597519268
661.6753894307748, 503.99617989815573
660.9765078626898, 503.99735464594596
660.2775279566251, 503.9988844724633
659.5784478787021, 504.0005698548734
658.8792657950419, 504.00221127034223
658.1799798717655, 504.0036091960356
657.4805882749939, 504.0045641091192
656.7810891708486, 504.0048764867589
656.0814807254505, 504.0043468061206
655.3817611049208, 504.00277554437
654.6819291126328, 503.9999773074249
653.9820020124021, 503.99617599442746
653.2820179271423, 503.99205797924213
652.5820160989972, 503.9883344505665
651.88203577011, 503.98571659709876
651.1821161826231, 503.98491560753644
650.4885144746801, 504.00127182515286
649.86403021061, 504.18312934611555
649.3259562525272, 504.5697436104133
648.7635094930391, 504.8957282647009
648.152205312188, 505.1081276755741
647.6129586974531, 505.50742790946396
647.0818342711259, 505.9222521156491
646.4374629042384, 506.03776667340395
645.7088502825388, 505.9394833452622
644.9878299516963, 505.8801724393275
644.3463079366227, 506.0543174552109
643.7666169804068, 506.3946499947265
643.2061927075841, 506.76114706258124
642.6243839640756, 507.01118574690247
642.0222890022822, 506.94556667944323
641.4328668801157, 506.4756244617043
640.8635192765437, 506.03036049246117
640.3116219299606, 505.99575876156626
639.7587748548236, 506.2709454420016
639.1832672897507, 506.6528721819277
638.5646568341866, 506.94743159430334
637.9011075565907, 507.09167753662933
637.2049189325427, 507.12230757572434
636.4887433604424, 507.07850711187206
635.7652332386896, 506.99946154535536
635.0470409656832, 506.9243562764575
634.3468189398233, 506.89237670546186
633.6772195595088, 506.9427082326514
633.0508952231401, 507.11453625830967
632.480498329116, 507.44704618271965
631.9786812758366, 507.9794234061646

716.9985205375536, 557.9999216364434
714.0469563235146, 559.0073947043728
711.1007918318875, 557.9341864686588
708.7156960263474, 555.5673056350728
